,index_t,Series,Release Year,IMDB Rating,Genre,Director,Stars,soup
99,Sherlock - (2010 - 2017),Sherlock,(2010 - 2017),9.1,"Crime, Drama, Mystery",Unavailable,"Benedict Cumberbatch, Martin Freeman, Una Stubb, Rupert Grav","Crime, Drama, Mystery, Unavailable, Benedict Cumberbatch, Martin Freeman, Una Stubb, Rupert Grav"
100,Bosch - (2014 -  ),Bosch,(2014 -  ),8.4,"Crime, Drama",Unavailable,"Titus Welliv, Jamie H, Amy Aquin, Lance Reddick","Crime, Drama, Unavailable, Titus Welliv, Jamie H, Amy Aquin, Lance Reddick"
101,Once Upon a Time - (2011 - 2018),Once Upon a Time,(2011 - 2018),7.7,"Adventure, Fantasy, Romance",Unavailable,"Ginnifer Goodwin, Jennifer Morrison, Lana Parrill, Robert Carlyl","Adventure, Fantasy, Romance, Unavailable, Ginnifer Goodwin, Jennifer Morrison, Lana Parrill, Robert Carlyl"
102,DC's Legends of Tomorrow - (2016 -  ),DC's Legends of Tomorrow,(2016 -  ),6.8,"Action, Adventure, Drama",Unavailable,"Caity Lotz, Amy Louise Pemberton, minic Purcell, Brandon Routh","Action, Adventure, Drama, Unavailable, Caity Lotz, Amy Louise Pemberton, minic Purcell, Brandon Routh"
103,The Chi - (2018 -  ),The Chi,(2018 -  ),7.5,Drama,Unavailable,"Jason Mitchell, Jacob Latim, Ntare Guma Mbaho Mwin, Alex R. Hibb","Drama, Unavailable, Jason Mitchell, Jacob Latim, Ntare Guma Mbaho Mwin, Alex R. Hibb"
104,Upload - (2020 -  ),Upload,(2020 -  ),8.1,"Comedy, Mystery, Sci-Fi",Unavailable,"Robbie Amell, Andy All, Zainab Johnson, Kevin Bigley","Comedy, Mystery, Sci-Fi, Unavailable, Robbie Amell, Andy All, Zainab Johnson, Kevin Bigley"
105,White Lines - (2020 -  ),White Lines,(2020 -  ),6.6,"Crime, Drama, Mystery",Unavailable,"Laura Haddock, Nuno Lop, Marta Milan, niel May","Crime, Drama, Mystery, Unavailable, Laura Haddock, Nuno Lop, Marta Milan, niel May"
106,NOS4A2 - (2019 -  ),NOS4A2,(2019 -  ),6.7,"Drama, Fantasy, Horror",Unavailable,"Ashleigh Cumming, Ólafur Darri Ólafsson, Jahkara Smith, Ebon Moss-Bachrach","Drama, Fantasy, Horror, Unavailable, Ashleigh Cumming, Ólafur Darri Ólafsson, Jahkara Smith, Ebon Moss-Bachrach"
107,The Legend of Korra - (2012 - 2014),The Legend of Korra,(2012 - 2014),8.4,"Animation, Action, Adventure",Unavailable,"Janet Varney, P.J. Byrn, vid Faustin, J.K. Simmon","Animation, Action, Adventure, Unavailable, Janet Varney, P.J. Byrn, vid Faustin, J.K. Simmon"
108,Dirilis: Ertugrul - (2014 - 2019),Dirilis: Ertugrul,(2014 - 2019),7.8,"Action, Adventure, Drama",Unavailable,"Engin Altan Düzyatan, Hülya Darcan, Cengiz Coskun, Nurettin Sönmez","Action, Adventure, Drama, Unavailable, Engin Altan Düzyatan, Hülya Darcan, Cengiz Coskun, Nurettin Sönmez"
109,Seinfeld - (1989 - 1998),Seinfeld,(1989 - 1998),8.8,Comedy,Unavailable,"Jerry Seinfeld, Julia Louis-Dreyfu, Michael Richard, Jason Alexand","Comedy, Unavailable, Jerry Seinfeld, Julia Louis-Dreyfu, Michael Richard, Jason Alexand"
110,Dirty John - (2018 -  ),Dirty John,(2018 -  ),7.1,"Crime, Drama",Unavailable,"Connie Britton, Eric Ban, Julia Garn, Christian Sl","Crime, Drama, Unavailable, Connie Britton, Eric Ban, Julia Garn, Christian Sl"
111,The Expanse - (2015 -  ),The Expanse,(2015 -  ),8.5,"Drama, Mystery, Sci-Fi",Unavailable,"ven, Cas Anv, minique Tipp, Wes Chatham","Drama, Mystery, Sci-Fi, Unavailable, ven, Cas Anv, minique Tipp, Wes Chatham"
112,Mr. Robot - (2015 - 2019),Mr. Robot,(2015 - 2019),8.5,"Crime, Drama, Thriller",Unavailable,"Rami Malek, Christian Sl, Carly Chaikin, Martin Wallström","Crime, Drama, Thriller, Unavailable, Rami Malek, Christian Sl, Carly Chaikin, Martin Wallström"
113,Blindspot - (2015 -  ),Blindspot,(2015 -  ),7.4,"Action, Crime, Drama",Unavailable,"ullivan Stapleton, Jaimie Alexand, Audrey Esparz, Ashley Johnson","Action, Crime, Drama, Unavailable, ullivan Stapleton, Jaimie Alexand, Audrey Esparz, Ashley Johnson"
114,Mr. Iglesias - (2019 -  ),Mr. Iglesias,(2019 -  ),7.1,Comedy,Unavailable,"Gloria Aung, Gabriel Igles, herri Shepherd, Jacob Varg","Comedy, Unavailable, Gloria Aung, Gabriel Igles, herri Shepherd, Jacob Varg"
115,Chicago P.D. - (2014 -  ),Chicago P.D.,(2014 -  ),8.1,"Action, Crime, Drama",Unavailable,"Jason Begh, Jesse Lee Soff, Patrick John Flueg, Marina Squ","Action, Crime, Drama, Unavailable, Jason Begh, Jesse Lee Soff, Patrick John Flueg, Marina Squ"
116,Pose - (2018 -  ),Pose,(2018 -  ),8.6,Drama,Unavailable,"Mj Rodriguez, minique Jackson, Indya M, Angel Bismark Curiel","Drama, Unavailable, Mj Rodriguez, minique Jackson, Indya M, Angel Bismark Curiel"
117,Scrubs - (2001 - 2010),Scrubs,(2001 - 2010),8.3,"Comedy, Drama",Unavailable,"Zach Braff, nald Faison, h Chalk, John C. McGinley","Comedy, Drama, Unavailable, Zach Braff, nald Faison, h Chalk, John C. McGinley"
118,Gilmore Girls - (2000 - 2007),Gilmore Girls,(2000 - 2007),8.1,"Comedy, Drama",Unavailable,"Lauren Graham, Alexis Bledel, Keiko Agen,  Patterson","Comedy, Drama, Unavailable, Lauren Graham, Alexis Bledel, Keiko Agen,  Patterson"
119,The Crown - (2016 -  ),The Crown,(2016 -  ),8.7,"Drama, History",Unavailable,"Claire Foy, Matt Smith, Olivia Colman, Tobias Menz","Drama, History, Unavailable, Claire Foy, Matt Smith, Olivia Colman, Tobias Menz"
120,You - (2018 -  ),You,(2018 -  ),7.8,"Crime, Drama, Romance",Unavailable,"Penn Badgley, Ambyr Child, Victoria Ped, Elizabeth Lail","Crime, Drama, Romance, Unavailable, Penn Badgley, Ambyr Child, Victoria Ped, Elizabeth Lail"
121,Supergirl - (2015 -  ),Supergirl,(2015 -  ),6.3,"Action, Adventure, Drama",Unavailable,"Melissa Ben, Chyler Leigh, vid Harewood, Mehcad Brook","Action, Adventure, Drama, Unavailable, Melissa Ben, Chyler Leigh, vid Harewood, Mehcad Brook"
122,Dynasty - (2017 -  ),Dynasty,(2017 -  ),7.3,Drama,Unavailable,"Elizabeth Gill, Rafael de la Fuen, Robert Christopher Riley, m Adegok","Drama, Unavailable, Elizabeth Gill, Rafael de la Fuen, Robert Christopher Riley, m Adegok"
123,Psych - (2006 - 2014),Psych,(2006 - 2014),8.3,"Comedy, Crime, Mystery",Unavailable,"James Roday, ulé Hill, Timothy Omundson, Corbin Bernsen","Comedy, Crime, Mystery, Unavailable, James Roday, ulé Hill, Timothy Omundson, Corbin Bernsen"
124,Two and a Half Men - (2003 - 2015),Two and a Half Men,(2003 - 2015),7.0,"Comedy, Romance",Unavailable,"Jon Cry, Ashton Kutch, Angus T. Jon, Conchata Ferrell","Comedy, Romance, Unavailable, Jon Cry, Ashton Kutch, Angus T. Jon, Conchata Ferrell"
125,Chicago Fire - (2012 -  ),Chicago Fire,(2012 -  ),7.9,"Action, Drama",Unavailable,"Jesse Spen, Taylor Kinney, Christian Stol, Eamonn Walk","Action, Drama, Unavailable, Jesse Spen, Taylor Kinney, Christian Stol, Eamonn Walk"
126,Sex Education - (2019 -  ),Sex Education,(2019 -  ),8.3,"Comedy, Drama",Unavailable,"Asa Butterfield, Gillian Anderson, Ncuti Gatw, Emma Mackey","Comedy, Drama, Unavailable, Asa Butterfield, Gillian Anderson, Ncuti Gatw, Emma Mackey"
127,Harley Quinn - (2019 -  ),Harley Quinn,(2019 -  ),8.5,"Animation, Action, Adventure",Unavailable,"Kaley Cu, Lake Bell, Alan Tudyk, Ron Funch","Animation, Action, Adventure, Unavailable, Kaley Cu, Lake Bell, Alan Tudyk, Ron Funch"
128,Condor - (2018 -  ),Condor,(2018 -  ),7.8,"Action, Drama, Thriller",Unavailable,"Max Iron, Kristen Hag, Bob Balaban, Gage Graham-Arbuthn","Action, Drama, Thriller, Unavailable, Max Iron, Kristen Hag, Bob Balaban, Gage Graham-Arbuthn"
129,The Morning Show - (I) (2019 -  ),The Morning Show,(I) (2019 -  ),8.4,Drama,Unavailable,"Jennifer Aniston, Reese Witherspoon, n Terry, Victoria T","Drama, Unavailable, Jennifer Aniston, Reese Witherspoon, n Terry, Victoria T"
130,Shameless - (2004 - 2013),Shameless,(2004 - 2013),8.0,"Comedy, Crime, Drama",Unavailable,"avid Threlfall, Rebecca Atkinson, Alice Barry, Nicky Evan","Comedy, Crime, Drama, Unavailable, avid Threlfall, Rebecca Atkinson, Alice Barry, Nicky Evan"
131,The Mentalist - (2008 - 2015),The Mentalist,(2008 - 2015),8.1,"Crime, Drama, Mystery",Unavailable,"mon Bak, Robin Tunney, Tim Kang, Owain Yeoman","Crime, Drama, Mystery, Unavailable, mon Bak, Robin Tunney, Tim Kang, Owain Yeoman"
132,Glee - (2009 - 2015),Glee,(2009 - 2015),6.7,"Comedy, Drama, Music",Unavailable,"Lea Michel, Jane Lynch, Matthew Morrison, Cory Monteith","Comedy, Drama, Music, Unavailable, Lea Michel, Jane Lynch, Matthew Morrison, Cory Monteith"
133,Star Trek: Deep Space Nine - (1993 - 1999),Star Trek: Deep Space Nine,(1993 - 1999),7.9,"Action, Adventure, Drama",Unavailable,"Avery Brook, Rene Auberjon, Cirroc Lofton, Alexander Siddig","Action, Adventure, Drama, Unavailable, Avery Brook, Rene Auberjon, Cirroc Lofton, Alexander Siddig"
134,Mindhunter - (2017 -  ),Mindhunter,(2017 -  ),8.6,"Crime, Drama, Thriller",Unavailable,"Jonathan Groff, Holt McCallany, Anna Torv, Hannah G","Crime, Drama, Thriller, Unavailable, Jonathan Groff, Holt McCallany, Anna Torv, Hannah G"
135,Perry Mason - (1957 - 1966),Perry Mason,(1957 - 1966),8.2,"Crime, Drama, Mystery",Unavailable,"Raymond Bu, Barbara Hal, William Hopp, Ray Collin","Crime, Drama, Mystery, Unavailable, Raymond Bu, Barbara Hal, William Hopp, Ray Collin"
136,Euphoria - (2019 -  ),Euphoria,(2019 -  ),8.3,Drama,Unavailable,"Zenday, Maude Apatow, Angus Cloud, Eric Dan","Drama, Unavailable, Zenday, Maude Apatow, Angus Cloud, Eric Dan"
137,Brave New World - (2020 -  ),Brave New World,(2020 -  ),,"Drama, Sci-Fi",Unavailable,"Alden Ehrenreich, Jessica Brown Findlay, Harry Lloyd, Nicholle Hemb","Drama, Sci-Fi, Unavailable, Alden Ehrenreich, Jessica Brown Findlay, Harry Lloyd, Nicholle Hemb"
138,Star Wars: The Clone Wars - (2008 - 2020),Star Wars: The Clone Wars,(2008 - 2020),8.2,"Animation, Action, Adventure",Unavailable,"Tom Kan, Bradley Bak, Matt Lan, James Arnold Tayl","Animation, Action, Adventure, Unavailable, Tom Kan, Bradley Bak, Matt Lan, James Arnold Tayl"
139,I May Destroy You - (2020 -  ),I May Destroy You,(2020 -  ),7.1,Drama,Unavailable,"Michaela Coel, Weruche Op, Paapa Essiedu, phen Wigh","Drama, Unavailable, Michaela Coel, Weruche Op, Paapa Essiedu, phen Wigh"
140,ER - (1994 - 2009),ER,(1994 - 2009),7.7,"Drama, Romance",Unavailable,"Anthony Edward, George Clooney, Julianna Margul, Eriq La Sall","Drama, Romance, Unavailable, Anthony Edward, George Clooney, Julianna Margul, Eriq La Sall"
141,Titans - (I) (2018 -  ),Titans,(I) (2018 -  ),7.8,"Action, Adventure, Crime",Unavailable,"Brenton Thw, Teagan Crof, Anna Diop, Ryan P","Action, Adventure, Crime, Unavailable, Brenton Thw, Teagan Crof, Anna Diop, Ryan P"
142,Attack on Titan - (2013 -  ),Attack on Titan,(2013 -  ),8.8,"Animation, Action, Adventure",Unavailable,"Marina Inou, Yûki Kaj, Yui Ishikaw, Josh Grell","Animation, Action, Adventure, Unavailable, Marina Inou, Yûki Kaj, Yui Ishikaw, Josh Grell"
143,Love Life - (2020 -  ),Love Life,(2020 -  ),7.4,"Comedy, Romance",Unavailable,"Anna Kendrick, Zoe Ch, Peter Vack, ha Compè","Comedy, Romance, Unavailable, Anna Kendrick, Zoe Ch, Peter Vack, ha Compè"
144,Orange Is the New Black - (2013 - 2019),Orange Is the New Black,(2013 - 2019),8.1,"Comedy, Crime, Drama",Unavailable,"Taylor Schilling, nielle Brook, Taryn Manning, Emma Myl","Comedy, Crime, Drama, Unavailable, Taylor Schilling, nielle Brook, Taryn Manning, Emma Myl"
145,Line of Duty - (2012 -  ),Line of Duty,(2012 -  ),8.6,"Crime, Drama, Mystery",Unavailable,"Martin Compston, Vicky McClu, Adrian Dunb, Craig Parkinson","Crime, Drama, Mystery, Unavailable, Martin Compston, Vicky McClu, Adrian Dunb, Craig Parkinson"
146,That '70s Show - (1998 - 2006),That '70s Show,(1998 - 2006),8.1,"Comedy, Romance",Unavailable,"Topher G, Laura Prepon, Mila Kun, nny Masterson","Comedy, Romance, Unavailable, Topher G, Laura Prepon, Mila Kun, nny Masterson"
147,Mad Men - (2007 - 2015),Mad Men,(2007 - 2015),8.6,Drama,Unavailable,"Jon Hamm, Elisabeth M, Vincent Karth, January Jon","Drama, Unavailable, Jon Hamm, Elisabeth M, Vincent Karth, January Jon"
148,Central Park - (2020 -  ),Central Park,(2020 -  ),6.4,"Animation, Comedy, Musical",Unavailable,"Kristen Bell, Tituss Burg, veed Digg, Josh Gad","Animation, Comedy, Musical, Unavailable, Kristen Bell, Tituss Burg, veed Digg, Josh Gad"
149,Barkskins - (2020 -  ),Barkskins,(2020 -  ),7.3,Drama,Unavailable,"avid Thewl, Marcia Gay Harden, Aneurin Barnard, James Bl","Drama, Unavailable, avid Thewl, Marcia Gay Harden, Aneurin Barnard, James Bl"
150,Lalbazaar - (2020 -  ),Lalbazaar,(2020 -  ),8.3,"Crime, Drama",Unavailable,"Anirban Chakrab, Hrishitaa Bh, byendu Bhattachary, Ronjini Chakraborty","Crime, Drama, Unavailable, Anirban Chakrab, Hrishitaa Bh, byendu Bhattachary, Ronjini Chakraborty"
151,The X-Files - (1993 - 2018),The X-Files,(1993 - 2018),8.6,"Crime, Drama, Mystery",Unavailable,"avid Duchovny, Gillian Anderson, Mitch Pilegg, William B. Dav","Crime, Drama, Mystery, Unavailable, avid Duchovny, Gillian Anderson, Mitch Pilegg, William B. Dav"
152,The West Wing - (1999 - 2006),The West Wing,(1999 - 2006),8.8,Drama,Unavailable,"Martin Sheen, Rob Low, Allison Janney, John Spen","Drama, Unavailable, Martin Sheen, Rob Low, Allison Janney, John Spen"
153,Narcos - (2015 - 2017),Narcos,(2015 - 2017),8.8,"Biography, Crime, Drama",Unavailable,"Pedro Pascal, Wagner Mou, Boyd Holbrook, Alberto Ammann","Biography, Crime, Drama, Unavailable, Pedro Pascal, Wagner Mou, Boyd Holbrook, Alberto Ammann"
154,Floor is Lava - (2020 -  ),Floor is Lava,(2020 -  ),5.1,"Game-Show, Reality-TV",Unavailable,Rutledge Wood,"Game-Show, Reality-TV, Unavailable, Rutledge Wood"
155,BoJack Horseman - (2014 - 2020),BoJack Horseman,(2014 - 2020),8.7,"Animation, Comedy, Drama",Unavailable,"Will Arn, Amy Sed, Alison B, Aaron Paul","Animation, Comedy, Drama, Unavailable, Will Arn, Amy Sed, Alison B, Aaron Paul"
156,Little House on the Prairie - (1974 - 1983),Little House on the Prairie,(1974 - 1983),7.4,"Drama, Family, Romance",Unavailable,"Melissa Gilb, Michael Landon, Karen Grassl, Rachel Lindsay Greenbush","Drama, Family, Romance, Unavailable, Melissa Gilb, Michael Landon, Karen Grassl, Rachel Lindsay Greenbush"
157,Law & Order - (1990 - 2010),Law & Order,(1990 - 2010),7.7,"Crime, Drama, Mystery",Unavailable,"Jerry Orbach, Jesse L. Martin, nnis Farin, . Epatha Merkerson","Crime, Drama, Mystery, Unavailable, Jerry Orbach, Jesse L. Martin, nnis Farin, . Epatha Merkerson"
158,Gotham - (2014 - 2019),Gotham,(2014 - 2019),7.8,"Action, Crime, Drama",Unavailable,"Ben McKenz, Jada Pinkett Smith, nal Logu, Camren Bicondov","Action, Crime, Drama, Unavailable, Ben McKenz, Jada Pinkett Smith, nal Logu, Camren Bicondov"
159,Homecoming - (2018 -  ),Homecoming,(2018 -  ),7.5,"Drama, Mystery, Thriller",Unavailable,"phan Jam, Bobby Cannaval, Hong Chau, Alex Karpovsky","Drama, Mystery, Thriller, Unavailable, phan Jam, Bobby Cannaval, Hong Chau, Alex Karpovsky"
160,The Originals - (2013 - 2018),The Originals,(2013 - 2018),8.2,"Drama, Fantasy, Horror",Unavailable,"Joseph Morgan, niel Gill, Claire Hol, Phoebe Tonkin","Drama, Fantasy, Horror, Unavailable, Joseph Morgan, niel Gill, Claire Hol, Phoebe Tonkin"
161,Broadchurch - (2013 - 2017),Broadchurch,(2013 - 2017),8.4,"Crime, Drama, Mystery",Unavailable,"avid Tennan, Olivia Colman, Jodie Whittak, Andrew Buchan","Crime, Drama, Mystery, Unavailable, avid Tennan, Olivia Colman, Jodie Whittak, Andrew Buchan"
162,Tom Clancy's Jack Ryan - (2018 -  ),Tom Clancy's Jack Ryan,(2018 -  ),8.1,"Action, Drama, Thriller",Unavailable,"John Krasinsk, Wendell P, John Hoogenakk, Abbie Cornish","Action, Drama, Thriller, Unavailable, John Krasinsk, Wendell P, John Hoogenakk, Abbie Cornish"
163,One Tree Hill - (2003 - 2012),One Tree Hill,(2003 - 2012),7.7,"Drama, Romance, Sport",Unavailable,"Chad Michael Murray, James Lafferty, Hilarie Burton, Bethany Joy Lenz","Drama, Romance, Sport, Unavailable, Chad Michael Murray, James Lafferty, Hilarie Burton, Bethany Joy Lenz"
164,Heartland - (II) (2007 -  ),Heartland,(II) (2007 -  ),8.4,"Drama, Family",Unavailable,"Amber Marshall, haun Johnston, Graham Wardl, Michelle Morgan","Drama, Family, Unavailable, Amber Marshall, haun Johnston, Graham Wardl, Michelle Morgan"
165,The Marvelous Mrs. Maisel - (2017 -  ),The Marvelous Mrs. Maisel,(2017 -  ),8.7,"Comedy, Drama",Unavailable,"Rachel Brosnahan, Alex Borstein, Michael Zegen, Marin Hinkl","Comedy, Drama, Unavailable, Rachel Brosnahan, Alex Borstein, Michael Zegen, Marin Hinkl"
166,Animal Kingdom - (2016 -  ),Animal Kingdom,(2016 -  ),8.2,"Crime, Drama",Unavailable,"hawn Hatosy, Ben Robson, Jake Weary, Finn Col","Crime, Drama, Unavailable, hawn Hatosy, Ben Robson, Jake Weary, Finn Col"
167,South Park - (1997 -  ),South Park,(1997 -  ),8.7,"Animation, Comedy",Unavailable,"Trey Park, Matt Ston, Isaac Hay, Mona Marshall","Animation, Comedy, Unavailable, Trey Park, Matt Ston, Isaac Hay, Mona Marshall"
168,Family Guy - (1999 -  ),Family Guy,(1999 -  ),8.1,"Animation, Comedy",Unavailable,"h MacFarlan, Alex Borstein, h Green, Mila Kun","Animation, Comedy, Unavailable, h MacFarlan, Alex Borstein, h Green, Mila Kun"
169,Teen Wolf - (2011 - 2017),Teen Wolf,(2011 - 2017),7.6,"Action, Drama, Fantasy",Unavailable,"Tyler Posey, Holland Roden, ""ylan OBrien"", Linden Ashby","Action, Drama, Fantasy, Unavailable, Tyler Posey, Holland Roden, ""ylan OBrien"", Linden Ashby"
170,The Americans - (2013 - 2018),The Americans,(2013 - 2018),8.4,"Crime, Drama, Mystery",Unavailable,"Keri Russell, Matthew Rhy, Keidrich Sell, Holly Tayl","Crime, Drama, Mystery, Unavailable, Keri Russell, Matthew Rhy, Keidrich Sell, Holly Tayl"
171,Death in Paradise - (2011 -  ),Death in Paradise,(2011 -  ),7.8,"Comedy, Crime, Drama",Unavailable,"anny John-Jul, Elizabeth Bourgin, n Warrington, Tobi Bak","Comedy, Crime, Drama, Unavailable, anny John-Jul, Elizabeth Bourgin, n Warrington, Tobi Bak"
172,True Blood - (2008 - 2014),True Blood,(2008 - 2014),7.8,"Drama, Fantasy, Mystery",Unavailable,"Anna Paquin, phen Moy, m Trammell, Ryan Kwanten","Drama, Fantasy, Mystery, Unavailable, Anna Paquin, phen Moy, m Trammell, Ryan Kwanten"
173,Smallville - (2001 - 2011),Smallville,(2001 - 2011),7.5,"Adventure, Drama, Romance",Unavailable,"Tom Welling, Michael Rosenbaum, Allison Mack, Kristin Kreuk","Adventure, Drama, Romance, Unavailable, Tom Welling, Michael Rosenbaum, Allison Mack, Kristin Kreuk"
174,House of Cards - (2013 - 2018),House of Cards,(2013 - 2018),8.7,Drama,Unavailable,"Kevin Spacey, Michel Gill, Robin Wrigh, Kate M","Drama, Unavailable, Kevin Spacey, Michel Gill, Robin Wrigh, Kate M"
175,Gangs of London - (2020 -  ),Gangs of London,(2020 -  ),8.2,"Action, Crime, Drama",Unavailable,"Ray Panthak, Joe Col, Lucian Msam, Paapa Essiedu","Action, Crime, Drama, Unavailable, Ray Panthak, Joe Col, Lucian Msam, Paapa Essiedu"
176,Justified - (2010 - 2015),Justified,(2010 - 2015),8.6,"Action, Crime, Drama",Unavailable,"Timothy Olyphan, Nick Searcy, Joelle C, Jacob P","Action, Crime, Drama, Unavailable, Timothy Olyphan, Nick Searcy, Joelle C, Jacob P"
177,Fuller House - (2016 - 2020),Fuller House,(2016 - 2020),6.8,"Comedy, Family",Unavailable,"Candace Cameron Bu, Jodie Sweetin, Andrea Barb, Michael Campion","Comedy, Family, Unavailable, Candace Cameron Bu, Jodie Sweetin, Andrea Barb, Michael Campion"
178,Arrested Development - (2003 -  ),Arrested Development,(2003 -  ),8.7,Comedy,Unavailable,"Jason Bateman, Michael C, Portia de R, Will Arn","Comedy, Unavailable, Jason Bateman, Michael C, Portia de R, Will Arn"
179,Hart of Dixie - (2011 - 2015),Hart of Dixie,(2011 - 2015),7.7,"Comedy, Drama, Romance",Unavailable,"Rachel Bilson, Jaime King, Cress William, Wilson Bethel","Comedy, Drama, Romance, Unavailable, Rachel Bilson, Jaime King, Cress William, Wilson Bethel"
180,The Haunting of Hill House - (2018 -  ),The Haunting of Hill House,(2018 -  ),8.7,"Drama, Horror, Mystery",Unavailable,"Henry Thom, Oliver Jackson-Cohen, Kate Siegel, Victoria Ped","Drama, Horror, Mystery, Unavailable, Henry Thom, Oliver Jackson-Cohen, Kate Siegel, Victoria Ped"
181,Search Party - (2016 -  ),Search Party,(2016 -  ),7.6,"Comedy, Crime, Drama",Unavailable,"Alia Shawk, John Reynold, John Early, Meredith Hagn","Comedy, Crime, Drama, Unavailable, Alia Shawk, John Reynold, John Early, Meredith Hagn"
182,Hunters - (2020 -  ),Hunters,(2020 -  ),7.2,"Crime, Drama, Mystery",Unavailable,"Al Pacin, Logan Lerman, Lena Olin, Jerrika Hinton","Crime, Drama, Mystery, Unavailable, Al Pacin, Logan Lerman, Lena Olin, Jerrika Hinton"
183,The Good Place - (2016 - 2020),The Good Place,(2016 - 2020),8.2,"Comedy, Drama, Fantasy",Unavailable,"Kristen Bell, William Jackson Harp, Jameela Jamil, ""Arcy Carden""","Comedy, Drama, Fantasy, Unavailable, Kristen Bell, William Jackson Harp, Jameela Jamil, ""Arcy Carden"""
184,Star Trek: Voyager - (1995 - 2001),Star Trek: Voyager,(1995 - 2001),7.8,"Action, Adventure, Sci-Fi",Unavailable,"Kate Mulgrew, Robert Beltran, Roxann Dawson, Robert Duncan McNeill","Action, Adventure, Sci-Fi, Unavailable, Kate Mulgrew, Robert Beltran, Roxann Dawson, Robert Duncan McNeill"
185,Person of Interest - (2011 - 2016),Person of Interest,(2011 - 2016),8.4,"Action, Crime, Drama",Unavailable,"Jim Caviezel, Taraji P. Henson, Kevin Chapman, Michael Emerson","Action, Crime, Drama, Unavailable, Jim Caviezel, Taraji P. Henson, Kevin Chapman, Michael Emerson"
